id,type,title,owner_name,channel_name,channel_url,created_at_iso,like_count,share_count,lang,hashtags,post_url,poster_url
1h7i228sphs1E1JrRqmD9DdC41rc1c,Post,,Karen Diverse,Karen Diverse,https://www.ganjingworld.com/channel/1h7i1vmc8ph73ZKrdSK8QLcYj1br0c,2024-11-23T08:45:12.962000Z,2,1,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i228sphs1E1JrRqmD9DdC41rc1c,
1h7i1qpjqh35CcVeQIjXnIHKU1a51c,Post,,鋒蜜,鋒蜜,https://www.ganjingworld.com/channel/1h7i0fv9tce3tZcxIi77pM4XI1sp0c,2024-11-23T08:41:02.059000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1qpjqh35CcVeQIjXnIHKU1a51c,
1h7i1q70a6o1usJfgqvGT3rJu1521c,Post,,林芷嫻,林芷嫻,https://www.ganjingworld.com/channel/1h7i0ek35185YoTY29rwejssJ1lp0c,2024-11-23T08:40:42.545000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1q70a6o1usJfgqvGT3rJu1521c,
1h7i1l51njo3seZMe5bZIrDiN1q21c,Post,,楊妙珊,楊妙珊,https://www.ganjingworld.com/channel/1h7i1i1pj4e1sKwxfCQ2QL4Lt1jc0c,2024-11-23T08:37:52.722000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1l51njo3seZMe5bZIrDiN1q21c,
1h7i1jfl35n5rOQxeDIDWzJgq10b1c,Post,,User 1732350934985,User 1732350934985,https://www.ganjingworld.com/channel/1h7i1h1mid812cZGUxpGRVE4P1ql0c,2024-11-23T08:36:56.733000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1jfl35n5rOQxeDIDWzJgq10b1c,
1h7i1j9qhc23rlSaDCQRdwvnk1dj1c,Post,,宸汶楊,宸汶楊,https://www.ganjingworld.com/channel/1h7i1ehvtg116cwE0LPwcYaJe1mn0c,2024-11-23T08:36:50.620000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1j9qhc23rlSaDCQRdwvnk1dj1c,
1h7i1i9ifpk4M9HoyN5Myibh113p1c,Post,,池善瑛,池善瑛,https://www.ganjingworld.com/channel/1h7i1g3940k782AsRVGGFCx0u1at0c,2024-11-23T08:36:16.802000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1i9ifpk4M9HoyN5Myibh113p1c,
1h7i1hgpld51xWFP5hR1XxtsC1b81c,Post,,User 1732350848216,User 1732350848216,https://www.ganjingworld.com/channel/1h7i1eeugeh7jbmy2bt37dhpD1840c,2024-11-23T08:35:50.823000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1hgpld51xWFP5hR1XxtsC1b81c,
1h7i1g7f1bh4Aopsut1k49tTW1jr1c,Post,,Deng ZT,Deng ZT,https://www.ganjingworld.com/channel/1h7i1e2o00a48otKr0oBpUjwq1pf0c,2024-11-23T08:35:07.483000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1g7f1bh4Aopsut1k49tTW1jr1c,
1h7i1edt1aj1IImGgy5IU8KYz1v71c,Post,,陳威霖,陳威霖,https://www.ganjingworld.com/channel/1h7i1d5o5u83QtEsV37fhg9KV1rl0c,2024-11-23T08:34:07.124000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1edt1aj1IImGgy5IU8KYz1v71c,
1h7i1daefst6lxBI2Kl16A4dz16n1c,Post,,陳淑妙,陳淑妙,https://www.ganjingworld.com/channel/1h7hmgkbrsp503yEQPXOgLGl210d0c,2024-11-23T08:33:29.948000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1daefst6lxBI2Kl16A4dz16n1c,
1h7i1d9bo854ADMDcvztwclOL1ec1c,Post,,曾美英,曾美英,https://www.ganjingworld.com/channel/1h7ho24643e1hDw0v78yRFaJI1ka0c,2024-11-23T08:33:28.809000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1d9bo854ADMDcvztwclOL1ec1c,
1h7i1a4avot63YqsnL45BEAe41771c,Post,,林德揚,林德揚,https://www.ganjingworld.com/channel/1h7i17vr3mq2g9g6erK0Ac3Qv12d0c,2024-11-23T08:31:42.878000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1a4avot63YqsnL45BEAe41771c,
1h7i1924rma1VU9VZ1Lr7fdo51dm1c,Post,,古炳丁,古炳丁,https://www.ganjingworld.com/channel/1h7i17bj3re16x633R9QBi2Ni1nv0c,2024-11-23T08:31:07.026000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i1924rma1VU9VZ1Lr7fdo51dm1c,
1h7i12v7n9e32qLo2cG3okfGt1kk1c,Post,,50133吳采蓁,50133吳采蓁,https://www.ganjingworld.com/channel/1h7i11ko52e5yvzqywuvoYCnM1dn0c,2024-11-23T08:27:42.647000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i12v7n9e32qLo2cG3okfGt1kk1c,
1h7i123f6kq6OI0wHMVTi8puT18v1c,Post,,吳欣璋,吳欣璋,https://www.ganjingworld.com/channel/1h7i10o03na1jPRnCrNtDX8O21o40c,2024-11-23T08:27:13.532000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i123f6kq6OI0wHMVTi8puT18v1c,
1h7i118u45q6s2NOxaFTrYc9j1o51c,Post,,陳昶聞,陳昶聞,https://www.ganjingworld.com/channel/1h7hns9nc67VwADskADJWCdUo1eu0c,2024-11-23T08:26:45.710000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i118u45q6s2NOxaFTrYc9j1o51c,
1h7i0vup8ie5NhrMwXuAhvb5J1bj1c,Post,,User 1732350170321,User 1732350170321,https://www.ganjingworld.com/channel/1h7i0q8eq4a61fPqTYA0mlSse1of0c,2024-11-23T08:26:01.510000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0vup8ie5NhrMwXuAhvb5J1bj1c,
1h7i0vmrg6t2wCq2CdvZRgH2T1m31c,Post,,陳Chen.g.l@Gmail.com,陳Chen.g.l@Gmail.com,https://www.ganjingworld.com/channel/1h7i0s2akpa2ZDwc86KK9xSwe1h80c,2024-11-23T08:25:53.195000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0vmrg6t2wCq2CdvZRgH2T1m31c,
1h7i0ut3id84NXYh5bbV44VeB1sj1c,Post,,User 1732350255053,User 1732350255053,https://www.ganjingworld.com/channel/1h7i0sp8k2q5NkJbhjYuNfi9m1jj0c,2024-11-23T08:25:26.196000Z,1,0,en-US,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0ut3id84NXYh5bbV44VeB1sj1c,
1h7i0rquudj2ZVe3ZAo6ofjiD1251c,Post,,小小倉鼠工程師,小小倉鼠工程師,https://www.ganjingworld.com/channel/1gfdu2eivqr1zOMvcdHeJ7c7k1d80c,2024-11-23T08:23:43.284000Z,22,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0rquudj2ZVe3ZAo6ofjiD1251c,
1h7i0p100dh5y6INwRi9emLKU1li1c,Post,,User 1732350003445,User 1732350003445,https://www.ganjingworld.com/channel/1h7i0l9a4r462bx9iiObm1S7l1ro0c,2024-11-23T08:22:08.947000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0p100dh5y6INwRi9emLKU1li1c,
1h7i0mejo5b5hjSqg6i47hqQc1im1c,Post,,User 1732349986468,User 1732349986468,https://www.ganjingworld.com/channel/1h7i0kp41ug5Vl1gEi4esvJLQ1de0c,2024-11-23T08:20:42.562000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0mejo5b5hjSqg6i47hqQc1im1c,
1h7i0k7ah22MfOa7P2SMWXi771de1c,Post,,MAY TOP,MAY TOP,https://www.ganjingworld.com/channel/1h7hkn20vcp760WEyXVysknZj1j90c,2024-11-23T08:19:27.811000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0k7ah22MfOa7P2SMWXi771de1c,
1h7i0jophjc4De6iznAbbW1RB13i1c,Post,,劉美霞,劉美霞,https://www.ganjingworld.com/channel/1h7i0gdmji436FwJJZ60pSbEt1om0c,2024-11-23T08:19:12.575000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0jophjc4De6iznAbbW1RB13i1c,
1h7i0iegb9v7Ar3ijlINykIji1nd1c,Post,,郭阿美,郭阿美,https://www.ganjingworld.com/channel/1h7i0fhkmjv4vtuQQooSBO6fB1g10c,2024-11-23T08:18:28.233000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0iegb9v7Ar3ijlINykIji1nd1c,
1h7i0g54rqu3g3Fa5ZKwgEeVh1ib1c,Post,,艾麗絲,艾麗絲,https://www.ganjingworld.com/channel/1h7i0dq4vj8nkinHvc1xU2DQa11l0c,2024-11-23T08:17:11.311000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0g54rqu3g3Fa5ZKwgEeVh1ib1c,
1h7i0fckui72A65vOvvKPEg5I11b1c,Post,,楊玉婷,楊玉婷,https://www.ganjingworld.com/channel/1h7i0abvk7527xHjgK7CTz0ue1hb0c,2024-11-23T08:16:45.623000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0fckui72A65vOvvKPEg5I11b1c,
1h7i0f2naah2iShGQLVGqxbe51rq1c,Post,,Yang Mavis,Yang Mavis,https://www.ganjingworld.com/channel/1h7i0dmhkiv6KlD4DymY5X03W1280c,2024-11-23T08:16:35.215000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0f2naah2iShGQLVGqxbe51rq1c,
1h7i0em5s1qFk4v4jE9UJ5hIK1jf1c,Post,,Chen Lulu,Chen Lulu,https://www.ganjingworld.com/channel/1g1tufeut0g2ALICChCPR9Uw01n00c,2024-11-23T08:16:22.061000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0em5s1qFk4v4jE9UJ5hIK1jf1c,
1h7i0cd87ne7pLyhvZym5fJWV1ku1c,Post,,Chen Yi Jun,Chen Yi Jun,https://www.ganjingworld.com/channel/1h7i0a0cbng12XklJ7kWZMIkj1so0c,2024-11-23T08:15:05.592000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0cd87ne7pLyhvZym5fJWV1ku1c,
1h7i08mlve05I7ZCleSbGyrMk1hm1c,Post,,Lai Roger,Lai Roger,https://www.ganjingworld.com/channel/1h7hp8grf962p3u0xidctgTjn16g0c,2024-11-23T08:13:01.262000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i08mlve05I7ZCleSbGyrMk1hm1c,
1h7i06cnd2v1IdfduRd12TSsm1ou1c,Post,,User 1732349374843,User 1732349374843,https://www.ganjingworld.com/channel/1h7i02hqnbd5moPstctJ89cfj1d40c,2024-11-23T08:11:43.714000Z,2,0,en-US,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i06cnd2v1IdfduRd12TSsm1ou1c,
1h7i041n5jk7iwKWs04F7yr4Z17s1c,Post,,黃翊豪,黃翊豪,https://www.ganjingworld.com/channel/1h7i021brtc4igzXb9sQvRCQe1se0c,2024-11-23T08:10:25.063000Z,1,0,en-US,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i041n5jk7iwKWs04F7yr4Z17s1c,
1h7i00gmseq1cKmAKcRLrEhx61l51c,Post,,Kris Liu,Kris Liu,https://www.ganjingworld.com/channel/1h7hvvlhr2e39PpxY5w1pbvx21640c,2024-11-23T08:08:26.565000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i00gmseq1cKmAKcRLrEhx61l51c,
1h7i00b5vk71zFOC97FdxYMaQ13b1c,Post,,戴明玉,戴明玉,https://www.ganjingworld.com/channel/1h7hvvk8pil5tzIKds6G56CHJ1e50c,2024-11-23T08:08:20.768000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i00b5vk71zFOC97FdxYMaQ13b1c,
1h7i0085brdj7Qa27I5pYRACa10q1c,Post,,I NING SHEN,I NING SHEN,https://www.ganjingworld.com/channel/1h7hvus737n3emixC2clpovDF1tf0c,2024-11-23T08:08:17.602000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7i0085brdj7Qa27I5pYRACa10q1c,
1h7hvvq77a62hOfngIyvyajSQ1do1c,Post,,User 1732337259883,User 1732337259883,https://www.ganjingworld.com/channel/1h7hkpg3fg37F9zjuClwlrFo51i60c,2024-11-23T08:08:02.983000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvvq77a62hOfngIyvyajSQ1do1c,
1h7hvut2bmqmRD2Zml2FIRFT01ua1c,Post,,邱邱,邱邱,https://www.ganjingworld.com/channel/1h7hvsth3sb2A47Dvn5mMXMTw1r60c,2024-11-23T08:07:32.415000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvut2bmqmRD2Zml2FIRFT01ua1c,
1h7hvuen6fk4suLgwG0pO40271id1c,Post,,林Apple,林Apple,https://www.ganjingworld.com/channel/1h7hlr0jqcc4OENT9aArM2AuY1650c,2024-11-23T08:07:17.369000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvuen6fk4suLgwG0pO40271id1c,
1h7hvu3lham4yfeEOmmYcop1z1fi1c,Post,,zoe7119.tw,zoe7119.tw,https://www.ganjingworld.com/channel/1h7hvqhendr1BNDRd7NblSlzN12j0c,2024-11-23T08:07:05.780000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvu3lham4yfeEOmmYcop1z1fi1c,
1h7hvtt00a5JjeloDxZ64azBG1p11c,Post,,Wall-e Hsu,Wall-e Hsu,https://www.ganjingworld.com/channel/1h7hvqim4344hy2lWHjDkDglO1vh0c,2024-11-23T08:06:58.783000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvtt00a5JjeloDxZ64azBG1p11c,
1h7hvtluv2j64PNYUnKRoYZ7I1q21c,Post,,莊涵琳,莊涵琳,https://www.ganjingworld.com/channel/1h7hvrt7pao3RzKK78rU4qTdg1kh0c,2024-11-23T08:06:51.409000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvtluv2j64PNYUnKRoYZ7I1q21c,
1h7hvtc3mla2H3HZyb8GqwZwJ1t51c,Post,,abby li,abby li,https://www.ganjingworld.com/channel/1h7hvsns2uh4WaITdMmIUCsx61860c,2024-11-23T08:06:41.078000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvtc3mla2H3HZyb8GqwZwJ1t51c,
1h7hvfd6v772zStZTeGIvuIQJ1st1c,Post,,陳昶聞,陳昶聞,https://www.ganjingworld.com/channel/1h7hns9nc67VwADskADJWCdUo1eu0c,2024-11-23T07:58:52.472000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvfd6v772zStZTeGIvuIQJ1st1c,
1h7hvaaq69p5kROpnteakyH4E1av1c,Post,,許欣怡,許欣怡,https://www.ganjingworld.com/channel/1h7hv63ns5l6P1FQr6BTrAxaz1ob0c,2024-11-23T07:56:02.184000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hvaaq69p5kROpnteakyH4E1av1c,
1h7hv8khnl45efaOSI8Y91uAQ1s01c,Post,,jack gray,jack gray,https://www.ganjingworld.com/channel/1h7hv6k2clj2zVQMGmiaNhpmO13e0c,2024-11-23T07:55:05.284000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv8khnl45efaOSI8Y91uAQ1s01c,
1h7hv89b4842OV4d4Mn1r6S3P1p81c,Post,,許欣怡,許欣怡,https://www.ganjingworld.com/channel/1h7hv63ns5l6P1FQr6BTrAxaz1ob0c,2024-11-23T07:54:53.533000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv89b4842OV4d4Mn1r6S3P1p81c,
1h7hv84epvp1XyMLNEnhWArZc1291c,Post,,User 1732348386522,User 1732348386522,https://www.ganjingworld.com/channel/1h7hv539lfr3OtahrjzHVZMmi1k30c,2024-11-23T07:54:48.411000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv84epvp1XyMLNEnhWArZc1291c,
1h7hv7nil4q4wl5nNydBP7rcK1bf1c,Post,,User 1732348353810,User 1732348353810,https://www.ganjingworld.com/channel/1h7hv443aob7pfyCRJRXA5fpi17f0c,2024-11-23T07:54:34.905000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv7nil4q4wl5nNydBP7rcK1bf1c,
1h7hv6u4lkmewY0etm5HRIT0z1tq1c,Post,,林正弘,林正弘,https://www.ganjingworld.com/channel/1h7hv4tupfl69GDTla9K7AAzu14g0c,2024-11-23T07:54:08.233000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv6u4lkmewY0etm5HRIT0z1tq1c,
1h7hv4u6ugs62eFPwkcKQxpUD10j1c,Post,,陳麗美,陳麗美,https://www.ganjingworld.com/channel/1h7hv2p8t15o4S8JHOBrNbibj12p0c,2024-11-23T07:53:01.198000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv4u6ugs62eFPwkcKQxpUD10j1c,
1h7hv4ll7ih5lkoNBoLq59EBA1711c,Post,,狸奴之奴,狸奴之奴,https://www.ganjingworld.com/channel/1h7hv0v66tq7cAWStePIzURAw1820c,2024-11-23T07:52:52.229000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv4ll7ih5lkoNBoLq59EBA1711c,
1h7hv3k6amm4p8lUVxFgRgFy21bi1c,Post,,朵朵兒,朵朵兒,https://www.ganjingworld.com/channel/1g1tu2jjm3r5ypA9lUoq2G8AW1250c,2024-11-23T07:52:17.138000Z,7,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv3k6amm4p8lUVxFgRgFy21bi1c,
1h7hv32pk914GRZNJgIb6sR6G1671c,Post,,Fen Liao,Fen Liao,https://www.ganjingworld.com/channel/1h7hv1t3q9u5eh9bX5ByoyK8C1d90c,2024-11-23T07:51:58.896000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv32pk914GRZNJgIb6sR6G1671c,
1h7hv2vtmkl3S8l0xccQmdXB31ql1c,Post,,SHENG-WAN CHANG,SHENG-WAN CHANG,https://www.ganjingworld.com/channel/1h7hv1erctr6miwHaSNWO7eYQ1mb0c,2024-11-23T07:51:55.884000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv2vtmkl3S8l0xccQmdXB31ql1c,
1h7hv1g7q3r4QMmfSjnqlKSYF1nu1c,Post,,黃子玲,黃子玲,https://www.ganjingworld.com/channel/1g1tuihicu23SbADIS6vJVwWR1hn0c,2024-11-23T07:51:05.883000Z,5,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv1g7q3r4QMmfSjnqlKSYF1nu1c,
1h7hv0a0rr221ub12nnPlgHbP1co1c,Post,,apple line,apple line,https://www.ganjingworld.com/channel/1h7hu4sf8eq70s0BT95sRj0Js1lf0c,2024-11-23T07:50:25.810000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hv0a0rr221ub12nnPlgHbP1co1c,
1h7huurgpqg5MsgDnVVhxraFo1mp1c,Post,,林萍,林萍,https://www.ganjingworld.com/channel/1h7huta0hus1kjVduuz2kB0BT1ed0c,2024-11-23T07:49:37.049000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huurgpqg5MsgDnVVhxraFo1mp1c,
1h7huu47b3a5Lb8LItBHlh6Dy16f1c,Post,,schuey21,schuey21,https://www.ganjingworld.com/channel/1h7husqqcnbspuCzkGfz3n0m01k80c,2024-11-23T07:49:12.622000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huu47b3a5Lb8LItBHlh6Dy16f1c,
1h7huthu2u14IyDw4YjUJHlbf1n51c,Post,,User 1732348083605,User 1732348083605,https://www.ganjingworld.com/channel/1h7hus2da1psIm98l19cU5mIe1sk0c,2024-11-23T07:48:53.444000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huthu2u14IyDw4YjUJHlbf1n51c,
1h7humjntak58etDFyiZL6lhc1vq1c,Post,,Hakusensha,Hakusensha,https://www.ganjingworld.com/channel/1h7huivl7177zy2KCsyz0Yq4w11s0c,2024-11-23T07:45:00.458000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7humjntak58etDFyiZL6lhc1vq1c,
1h7humem5185aUlAWmIrAhP761fa1c,Post,,Hakusensha,Hakusensha,https://www.ganjingworld.com/channel/1h7huivl7177zy2KCsyz0Yq4w11s0c,2024-11-23T07:44:55.157000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7humem5185aUlAWmIrAhP761fa1c,
1h7hulip6audKQPmCMDMI2N221hh1c,Post,,Hakusensha,Hakusensha,https://www.ganjingworld.com/channel/1h7huivl7177zy2KCsyz0Yq4w11s0c,2024-11-23T07:44:25.897000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hulip6audKQPmCMDMI2N221hh1c,
1h7hulfnlr32A2mY2XRqOHviP1o91c,Post,,劉家莉,劉家莉,https://www.ganjingworld.com/channel/1h7hue8gnm56mUYkuAz27LOBV1ep0c,2024-11-23T07:44:22.701000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hulfnlr32A2mY2XRqOHviP1o91c,
1h7hukj216c2aTV3X430d0nQ51vk1c,Post,,劉素瑄,劉素瑄,https://www.ganjingworld.com/channel/1h7hue6j5432pI2Dm6F4Tydii1f60c,2024-11-23T07:43:52.632000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hukj216c2aTV3X430d0nQ51vk1c,
1h7huiklskt5crU8JZW5dmZ1C1cg1c,Post,,許筠筠,許筠筠,https://www.ganjingworld.com/channel/1h7hugpmsde4HjK9jJWoOYIFJ19s0c,2024-11-23T07:42:47.222000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huiklskt5crU8JZW5dmZ1C1cg1c,
1h7huiga76221o8GcntzZpoqN1451c,Post,,陳美紅,陳美紅,https://www.ganjingworld.com/channel/1h7hudbqhhl3CnV7bgiDkm9Em1h90c,2024-11-23T07:42:42.646000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huiga76221o8GcntzZpoqN1451c,
1h7hugdk75h6lREBldWt1CTXw16b1c,Post,,Yu KiKi,Yu KiKi,https://www.ganjingworld.com/channel/1h7huerurf9432jbBR7nkuc7D1610c,2024-11-23T07:41:32.719000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hugdk75h6lREBldWt1CTXw16b1c,
1h7hug37ibd3NyLZjdbJ4uuQU1851c,Post,,Penny,Penny,https://www.ganjingworld.com/channel/1h7huernththQGE5o89CdJ3o91og0c,2024-11-23T07:41:21.818000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hug37ibd3NyLZjdbJ4uuQU1851c,
1h7huebuhqn6vwsrfw5F5rh171va1c,Post,,陳美姿,陳美姿,https://www.ganjingworld.com/channel/1h7hu9359u4yJlMpdmvF2jfgq18u0c,2024-11-23T07:40:23.851000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huebuhqn6vwsrfw5F5rh171va1c,
1h7huclgfa46hFmeXA0yDg18V1fj1c,Post,,cute51115,cute51115,https://www.ganjingworld.com/channel/1h7huavnd413REgO6bbQQ06LM1on0c,2024-11-23T07:39:26.767000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7huclgfa46hFmeXA0yDg18V1fj1c,
1h7hua5nad57hiZNh13G0CMeA1l61c,Post,,楊濯銘,楊濯銘,https://www.ganjingworld.com/channel/1h7hu65r8tk6DvS4i3sYtFpC015u0c,2024-11-23T07:38:03.105000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hua5nad57hiZNh13G0CMeA1l61c,
1h7hu9j40423uZGniqsiVd80b1dp1c,Post,,User 1732347409009,User 1732347409009,https://www.ganjingworld.com/channel/1h7hu7v28hb2PvXg790ZWosRH15f0c,2024-11-23T07:37:43.598000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu9j40423uZGniqsiVd80b1dp1c,
1h7hu9i8jtn34rxMJt8l5zjnC1eq1c,Post,,范小魯,范小魯,https://www.ganjingworld.com/channel/1h7hu5tma5f22YlVpfmJ5hl421o60c,2024-11-23T07:37:42.700000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu9i8jtn34rxMJt8l5zjnC1eq1c,
1h7hu96loqo3UFXWylSkhlH6w1nb1c,Post,,李芃芃,李芃芃,https://www.ganjingworld.com/channel/1h7hu7qha3j25O14HwVALYr6v19e0c,2024-11-23T07:37:30.549000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu96loqo3UFXWylSkhlH6w1nb1c,
1h7hu77tg7p5VcmVsvD9cYFhX1ij1c,Post,,李美樺,李美樺,https://www.ganjingworld.com/channel/1h7hu6094c146dFOxqdM5xBIp1fe0c,2024-11-23T07:36:24.742000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu77tg7p5VcmVsvD9cYFhX1ij1c,
1h7hu77cp0h7AfVm9wjHBsFaL1f11c,Post,,啊哈哈,啊哈哈,https://www.ganjingworld.com/channel/1g1tucbllik5PwcGQkyPydKsK19h0c,2024-11-23T07:36:24.194000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu77cp0h7AfVm9wjHBsFaL1f11c,
